id; palavras_original; palavras_novo; unidades_medida_original; unidades_medida_novo; números_original; números_novo; cores_original; cores_novo; materiais_original; materiais_novo; tamanho_original; tamanho_novo; quantidade_original; quantidade_novo; descricao_original
114;caneta, esferografica, corpo, cristal, transparente, sextavar, furo, respiracao, lateral, centro, cartucho, removivel, encaixe, esfera, tungstenio, tinta, igual, superior, marca, bic, faber, castel, validade, minimo, mes;#;;#;11;#;azul;#;plastico;#;;#;;#;CANETA  ESFEROGRÁfICA, CORPO DE PLASTICO CRISTAL TRANSPARENTE SEXTAVADO COM FURO DE RESPIRAÇAO LATERAL NO CENTRO, COM CARTUCHO REMOVÍVEL DE ENCAIXE, ESFERA DE TUNGSTÊNIO, TINTA AZUL, DE QUALIDADE IGUAL OU SUPERIOR AS MARCAS BIC OU FABER CASTEL, VALIDADE MÍNIMA DE 11 MESES
115;faixa, divulgacao, evento, tecido, escrito, tres, detalhe, desenho, comprimento, largura, aplicacao, caracteristico, adicional, bastao, lateral, corda, amarracao;#;m, cm;#;2, 75, 4;#;branco;#;;#;;#;;#;FAIXA DIVULGAÇÃO DE EVENTOS, MATERIAL TECIDO BRANCO, ESCRITA EM TRÊS CORES E DETALHES EM DESENHOS, COMPRIMENTO 02M, LARGURA 75CM, APLICAÇÃO: DIVULGAÇÃO DE EVENTOS, CARACTERÍSTICAS ADICIONAIS BASTÕES LATERAIS, 4 CORDAS PARA AMARRAÇÃO.
116;fluxometros, uso, medico, hospitalar, aplicacao, regulador, oxigenio, escala, graduado, minuto, conjunto, regulagem, dosar, administracao, fluxometro, grupo, ix, especificacao, tecnico, minimo, aspecto, gerais, vazao, litrospor, bilha, curtir, corpo, valvula, agulha, cromado, rosca, saida, padrao, abnt, nr, ministerio, trabalho, ii, normalizacao, dever, ser, apresentado, certificado, registro, saude;#;litro;#;0, 15, 1, 2, 3, 4, 5, 6;#;;#;metal;#;;#;;#;FLUXOMETROS USO MEDICO HOSPITALAR - APLICACAO: REGULADOR PARA OXIGENIO, ESCALA:GRADUADO EM ESCALA DE 0 A 15 LITROS/MINUTO, CONJUNTO REGULAGEM: DOSAR A ADMINISTRACAO DE OXIGENIO FLUXOMETRO PARA OXIGENIO - GRUPO IX ESPECIFICACOES TECNICAS MINIMAS I -   ASPECTOS GERAIS: 1. FLUXOMETRO PARA OXIGENIO, 2. VAZAO DE 15 LITROSPOR MINUTO, 3. BILHA CURTA, ESCALA 0 A 15 LITROS/MINUTO, 4. CORPO E VALVULA DE AGULHA EM METAL CROMADO, 5. ROSCA DE SAIDA PADRAO ABNT, 6. COR PADRAO DA NR DO MINISTERIO DO TRABALHO E ABNT. II - NORMALIZACAO: 1. DEVERA SER APRESENTADO O CERTIFICADO DE REGISTRO NO MINISTERIO DA SAUDE.
117;achocolatar, po, instantaneo, homogeneo, marrom, enriquecer, vitamina, primario, proprio, fechado, vacuo, constar, identificacao, produto, inclusive, classificacao, marca, nome, endereco, fabricante, modo, preparo, data, fabricacao, validade, lote, visivel;#;;#;;#;claro, escuro;#;;#;;#;embalagem;#;ACHOCOLATADO, EM PÓ INSTANTANEO, EM PÓ HOMOGÊNEO, COR MARROM CLARO A ESCURO. ENRIQUECIDO COM VITAMINAS, EMBALAGEM PRIMÁRIA, PROPRIA, FECHADA A VACUO, CONSTANDO IDENTIFICAÇÃO DO PRODUTO, INCLUSIVE CLASSIFICAÇÃO E MARCA, NOME E ENDEREÇO DO FABRICANTE, MODO DE PREPARO, DATA DE FABRICAÇÃO, VALIDADE E LOTE VISIVEIS
118;ultrassom, odontologico, indicado, remocao, filme, mineralizar, placa, bacteriano, mancha, residual, camada, oxidar, amalgama, tartaro, sub, supra, gengival, dentistica, protese, condesacao, cimentacao, inlays, onlays, coroa, bloco, metalico, pino, intra, radicular, item, dever, estar, acordo, demais, especificacoe, constante, anexo, edital;#;;#;;#;;#;;#;;#;;#;Ultrassom odontológico, indicado para remoção de filme não mineralizado, placa bacteriana, manchas residuais e camada oxidada do amálgama - Remoção de tártaro sub e supra gengival. Na dentística e prótese, é indicado para condesação de amálgama, cimentação de inlays/onlays e remoção de coroas, blocos metálicos e pinos intra-radiculares (...) - o item deverá estar de acordo com as demais especificaçõe constante do anexo I do Edital
119;formula, nutricao, enteral, oral, normocalo, rico, baixo, teor, gordura, saturado, destinado, complementar, macro, micronutriente, dieta, individuo, impossibilitado, atingir, somente, alimentacao, necessidade, nutricional, ingrediente, agua, maltodextrina, caseinato, calcio, oleo, canola, proteina, isolar, soja, milhar, soro, leite, citrato, sodio, cloreto, potassio, fosfato, carbonato, magnesio, colina, ascorbato, zinco, gluconato, ferroso, acetato, alfa, tocoferila, betacaroteno, selenito, fitomenadiona, palmitato, retinila, nicotinamida, molibdato, pantotenato, vitamina, d3, sulfato, manganes, cromo, cianocobalamina, cloridrato, piridoxina, riboflavina, tiamina, iodeto, acido, folico, biotina, aromatizante, emulsificante, mono, diglicerideos, acido, graxo, leci;#;;#;;#;;#;cobre;#;;#;;#;formula para nutricao enteral ou oral  normocalo?rica e baixo teor de gordura saturada. Destinada complementar com macro e micronutrientes a dieta do individuo impossibilitado de atingir somente com alimentacao suas necessidades nutricionais.Ingredientes: Agua, maltodextrina, caseinato de calcio, oleo de canola, proteina isolada de soja, oleo de milho, proteina isolada do soro  de leite, citrato de sodio,  cloreto de potassio, fosfato de calcio, carbonato de magnesio, citrato de colina, citrato de potassio, fosfato de potassio, ascorbato de sodio, zinco gluconato, gluconato ferroso, acetato de alfa-tocoferila, betacaroteno, selenito de sodio, fitomenadiona, palmitato de retinila, nicotinamida, molibdato de sodio, pantotenato de calcio, vitamina D3, sulfato de manganes, cloreto de cromo, sulfato de cobre, cianocobalamina,  cloridrato de piridoxina, riboflavina, tiamina, iodeto de potassio, acido folico, biotina, aromatizante, emulsificante mono e diglicerideos de acidos graxos e leci
120;climatizador, ar, portatil, design, moderno, pratico, eficiente, minimo, tres, velocidade, controle, remoto, direcionamento, horizontal, vertical, multidirecional, possuir, roda;#;volt;#;3, 110;#;;#;;#;;#;;#;CLIMATIZADOR DE AR PORTÁTIL com design moderno, prático e eficiente. Com no mínimo 3 (três) velocidades, controle remoto, direcionamento de ar horizontal, vertical, multidirecional e possua rodinhas  - 110 volts
121;sold;#;;#;4, 065, 50, 25;#;;#;;#;;#;;#;004065 TE SOLD. 50X25
122;swab, rayon;#;;#;933, 100;#;;#;;#;;#;unid;#;000933 SWAB DE RAYON C/100 UNID.
123;toner, impr, samsung, scx, fn;#;;#;5530;#;;#;;#;;#;;#;TONER IMPR. SAMSUNG SCX 5530FN
124;jelco, c100;#;;#;24;#;;#;;#;;#;;#;JELCO N 24 C100
125;basculante, alum, x80;#;;#;60;#;;#;;#;;#;;#;BASCULANTE alum. 60 x x80
126;pvp, povidine, aquoso, topico10, frs, lt;#;;#;1;#;;#;;#;;#;;#;PVP-I- Povidine aquoso tópico10 % frs 1 lt
127;tonner, brother, tn;#;;#;3382;#;;#;;#;;#;;#;TONNER BROTHER TN 3382
128;oxcarbamazepina;#;;#;;#;;#;;#;;#;;#;OXCARBAMAZEPINA
129;equipos;#;;#;;#;;#;;#;;#;;#;EQUIPOS
130;tinner;#;;#;;#;;#;;#;;#;;#;TINNER
131;tonner, compat, lexmark, e230;#;;#;;#;;#;;#;;#;;#;TONNER COMPAT. P/ LEXMARK E230
132;predinisona;#;;#;;#;;#;;#;;#;;#;Predinisona
133;durex, gd, qualid;#;mm, m;#;12, 40, 1;#;;#;;#;;#;;#;DUREX GD 12 MM X 40 M - 1ª. QUALID
134;desensibilizador;#;;#;;#;;#;;#;;#;;#;DESENSIBILIZADOR
135;arla;#;;#;32;#;;#;;#;;#;;#;ARLA 32
136;sulfametaxazol, trim;#;mg, ml;#;316, 80, 16, 5;#;;#;;#;;#;;#;000316 SULFAMETAXAZOL+TRIM.80MG/ML+16MG/ML A5ML
137;tonner, samsung, ml2165, mlt;#;;#;101;#;;#;;#;;#;;#;012113 TONNER PARA SAMSUNG ML2165- MLT -D101S.
138;toner, ricoh, aficio, mp;#;;#;1500;#;;#;;#;;#;;#;TONER RICOH AFICIO MP 1500
139;tonner, brother, dcp, dn;#;;#;8085;#;;#;;#;;#;;#;TONNER P/ BROTHER DCP-8085DN
140;seg, veic, ch, zl, 68c01d8452471;#;;#;93;#;;#;;#;;#;;#;SEG.VEIC.CH 93ZL68C01D8452471
141;nobreak, kva, putador;#;;#;1;#;;#;;#;;#;;#;NOBREAK 01 KVA (COM PUTADOR)
142;creatino, fosfoquinase, ckmb;#;;#;;#;;#;;#;;#;;#;CREATINO FOSFOQUINASE CKMB
143;mucoproteina, colorimetrico;#;ml;#;663, 0, 250;#;;#;;#;;#;;#;006630 MUCOPROTEINA COLORIMETRICA 250 ML
144;pregomin, pepti;#;;#;;#;;#;;#;;#;;#;PREGOMIN PEPTI
145;gliter, grs, variar;#;;#;3;#;;#;;#;;#;;#;GLITER DE 03 GRS CORES VARIADAS
146;alveolotomo, reto;#;;#;;#;;#;;#;;#;;#;Alveolótomo Reto
147;clips;#;;#;4, 0;#;prateado;#;;#;;#;;#;CLIPS 4/0, PRATEADO
148;lmpada, fluorescente, compactar, wts;#;;#;20;#;;#;;#;;#;;#;LMPADA FLUORESCENTE COMPACTA 20 WTS 120181
149;isafluido, hd, lts;#;;#;433, 20;#;;#;;#;;#;;#;ISAFLUÍDO 433 HD DE 20 LTS
150;lex, wiper, fusor;#;;#;656;#;;#;;#;;#;;#;LEX.X656DE WIPER DO FUSOR
