id; palavras_original; palavras_novo; unidades_medida_original; unidades_medida_novo; números_original; números_novo; cores_original; cores_novo; materiais_original; materiais_novo; tamanho_original; tamanho_novo; quantidade_original; quantidade_novo; descricao_original
110;iodopovina, pvpi, degermante, pvp, solucao, tender, ativo, determante, eum, antisseptico, base, iodopolividona, contender, agente, umectante, responsavel, anti, sepsia, mao, antebraco, equipe, cirurgico, descontamincao, campo, operatorio, uso, adulto, pediatrico, conformar, orientacaomedica, composicao, iodopolivina, excipiente, qsp, fosfato, dissodico, laurealeter, sulfato, sodio, glicerina, acido, citrico, iodato, potassio, agua, deionizado, descricao, frasco, isopolividona, tensoativos, registro, anvisa;#;ml;#;10, 1000, 1, 3, 382, 8;#;;#;;#;;#;;#;IODOPOVINA 10%(PVPI DEGERMANTE) PVP-I, SOLUCAO COM TENSO ATIVOS OU DETERMANTE EUM ANTISSEPTICO A BASE DE IODOPOLIVIDONA CONTENDO TENSO ATIVOS E AGENTES UMECTANTES, RESPONSAVEIS PELA ANTI-SEPSIA DAS MAOS E ANTEBRACOS DA EQUIPE CIRURGICA E DESCONTAMINCAO DO CAMPO OPERATORIO. uSO  ADULTO E PEDIATRICO CONFORME ORIENTACAOMEDICA.COMPOSICAO: IODOPOLIVINA 10%, EXCIPIENTES QSP:( FOSFATO DISSODICO, LAUREALETER, SULFATO DE SODIO, GLICERINA, ACIDO CITRICO, IODATO DE POTASSIO E AGUA DEIONIZADA).DESCRICAO: FRASCO DE 1000ML, SOLUCAO DE ISOPOLIVIDONA A 10% COM TENSOATIVOS, REGISTRO NA ANVISA: 1.03.382-8
111;margarina, cremoso, sal, minimo, lipideo, oleo, vegetal, liquido, interesterificados, agua, leite, desnatar, reconstituir, vitamina, estabilizante, lecitina, soja, ester, poliglicerol, acido, graxo, pote;#;;#;1, 65;#;;#;;#;;#;;#;MARGARINA CREMOSA COM SAL (1K): Com no minimo 65 % de lipideos, oleos vegetais liquidos e interesterificados, agua, sal, leite desnatado reconstituido, vitamina A, estabilizantes, lecitina de soja e esteres de poliglicerol de acidos graxos. Pote de 1k.
112;filtro, separador, agua, racor, micro, onibus, volare, v8, ano;#;l;#;2008;#;;#;;#;;#;;#;FILTRO  SEPARADOR DE AGUA RACOR PARA MICRO ÔNIBUS VOLARE V8 L./ ANO 2008
113;sonda, nasogastrica, longo, tubo, atoxicar, flexivel, modelo, furacao, especificar, conector, tampo;#;;#;6;#;;#;pvc;#;;#;;#;Sonda, nasogástrica no 06 longa., em tubo pvc atoxico flexivel com modelo de furação especifica e conector com tampa.
114;refeicao, buffet, servido, local, determinado, prefeitura, cardapio, cada, carne, assado, bovino, suino, frango, linguica, porco, arrozfeijao, tropeiro, vinagrete, sal;#;g;#;200, 100;#;;#;;#;;#;unidade;#;REFEIÇÃO TIPO BUFFET I - Servido em local determinado pela Prefeitura. Cardápio para cada unidade de refeição:200g de Carne assada (bovina, suína e/ou frango) e100g de linguiça assada (de porco e/ou de frango)ArrozFeijão Tropeiro e vinagrete ou sal
115;macro, modelo, confeccionado, resina, emborrachar, gigante, demonstracao, higiene, bucal, composto, articulacao, haste, cromado, dente, molar, pre, incisivo, canino, lingua, escova, comprimentoxlargura, altura;#;cm;#;20, 15;#;;#;plastico;#;;#;;#;Macro Modelo Modelo confeccionado em resina plastica emborrachada. Modelo gigante para demonstracao da higiene bucal. Composto por articulacao (haste cromada),dentes (molares, pre-molares, incisivos, caninos), lingua e escova. ComprimentoxLargura x Altura: Macro Modelo 20 cm x 15 cm x 15 cm
116;hollembach, ss, ref;#;;#;3;#;;#;aco, inox;#;;#;;#;HOLLEMBACH Nº 03ss (AÇO INOX) REF.: 11349
117;bicicleta, ergometrico, monitor, carbono, pintura, eletrostatico, display, multi, funcao, informar, velocidade, distancia, caloria, batimen;#;v;#;127;#;;#;aco;#;;#;;#;BICICLETA ERGOMETRICA MONITOR, 127 V ,EM ACO CARBONO COM PINTURA ELETROSTATICA, DISPLAY MULTI FUNCAO, INFORMA VELOCIDADE, DISTANCIA, CALORIAS, BATIMEN
118;biscoito, maizena, individual, base, farinha, trigo, fortificar, acido, folico, acucar, gordura, vegetal, creme, milhar, invertido, amido, sal, estabilizante, lecitina, soja, fermento, quimico;#;gr;#;2, 3, 400;#;;#;ferro;#;;#;pct;#;BISCOITO DE MAIZENA PCT COM 2 OU 3 PCT INDIVIDUAIS DE 400GR, A BASE DE FARINHA DE TRIGO FORTIFICADA COM FERRO E ACIDO FOLICO, ACUCAR, GORDURA VEGETAL, CREME DE MILHO, ACUCAR INVERTIDO, AMIDO, SAL, ESTABILIZANTE LECITINA DE SOJA, FERMENTOS QUIMICOS
119;camiseta, manga, curtir, agente, comunitario, saude, adulto, malha, poliviscose, composicao, poliester, viscose, modelo, basico, decote, ribana, gola, serigrafia, bordado, ilustrativo, abaixar, frente, logomarca, familia, original, lado, esquerdar, altura, bolso, costa, dizer, direito, atencao, primario, saogotardo, secretaria, municipal, arco, xg, definir, amostra, posteriormente, incluir, elaboracao, arte, confeccao, individual;#;v, m, g;#;67, 33;#;branco, azul, claro;#;;#;;#;embalagem;#;Camiseta manga curta para Agente Comunitario de Saude   adulto em malha de poliviscose (composicao 67% poliester e 33% viscose)  na cor branca  modelo basico, decote em  V , com ribana em manga e gola na cor azul claro. Serigrafias bordadas: (modelo ilustrativo abaixo)-Frente: logomarca da Saude da Familia na cores originais, lado esquerdo altura do  bolso  . -Costas: os dizeres  AGENTE COMUNITARIO DE SAUDE  na cor azul claro. - Manga direita: os dizeres  Atencao Primaria SaoGotardo, SECRETARIA MUNICIPAL DE SAUDE  em arco na cor azul claro. Tamanhos (P,M, G E XG) a definir tamanhos com amostras pela Secretaria Municipal de Saude posteriormente, incluso elaboracao da arte para confeccao. Embalagem individual
120;resina, fotopolimerizavel, a2, receber, forma, substitutivo, ea1, composto, universal, nanoparticula, matriz, organico, bisgma, bisema, udma, particula, inorganico, zirconiasilica, nm, nanoaglomerados, carga, volume, pesar, indicacao, restauracao, direto, indireto, dente, anterior, posterior, classe, ii, iii, iv, incluir, superficie, oclusal;#;m, v;#;100, 5, 20, 6, 14, 595, 785;#;;#;;#;;#;;#;RESINA FOTOPOLIMERIZAVEL A2 NAO RECEBEREMOS DE FORMA SUBSTITUTIVA EA1 RESINA COMPOSTA FOTOPOLIMERIZAVEL UNIVERSAL COM 100 DE NANOPARTICULA MATRIZ ORGANICA DE BISGMA BISEMA UDMA E PARTICULAS INORGANICAS DE ZIRCONIASILICA COM TAMANHO DE 5 A 20 NM E NANOAGLOMERADOS DE 06 A 14 M E 595 DE CARGA EM VOLUME 785 EM PESO INDICACOES RESTAURACOES DIRETAS E INDIRETAS EM DENTES ANTERIORES E POSTERIORES CLASSES I II III IV E V INCLUINDO SUPERFICIES OCLUSAIS
121;condulete;#;;#;3, 4;#;;#;;#;;#;;#;CONDULETE 3/4
122;toner;#;;#;2612;#;;#;;#;;#;;#;TONER Q-2612A
123;prestobarba, descartavel;#;;#;9;#;;#;;#;;#;;#;PRESTOBARBA DESCARTÁVEL - 090022027
124;toner, imp, oki, b410;#;;#;;#;;#;;#;;#;;#;TONER P/ IMP OKI B410
125;conduite, eletrico, flexivel, corrugar;#;;#;3, 4;#;;#;pvc;#;;#;;#;Conduíte elétrico flexível em PVC corrugado 3/4
126;conduite;#;;#;1, 2;#;;#;;#;;#;;#;CONDUITE 1/2
127;hidrocortizona;#;mg;#;100;#;;#;;#;;#;;#;HIDROCORTIZONA 100MG
128;ige, especificar, acarus, siro, d70;#;;#;;#;;#;;#;;#;;#;IGE ESPECIFICO ACARUS SIRO D70..
129;enxaguatorio, bucalsolucao, gluconato, clorhexidina, bochechosembalagem, dispenser;#;litro;#;12;#;;#;;#;;#;;#;ENXAGUATORIO BUCALSOLUcAO DE GLUCONATO DE CLORHEXIDINA A 012% PARA BOCHECHOSEMBALAGEM DE UM LITRO COM DISPENSER-13963
130;hd, externar, tb;#;;#;1;#;;#;;#;;#;;#;HD EXTERNO DE 1 TB
131;scalp, n25, und;#;;#;100;#;;#;;#;;#;;#;SCALP N25 C 100 UND 107102
132;coletor, perfurar, cortante;#;;#;10;#;;#;;#;;#;cx;#;COLETOR PERFURO-CORTANTE CX 10
133;rec, toner, impres, cop, mfc, dn;#;;#;8085;#;;#;;#;;#;;#;REC.TONER IMPRES/COP.MFC8085DN
134;keystone, rj45;#;;#;;#;;#;;#;;#;;#;KEYSTONE RJ45
135;dvd, rom, gravavel, min, gb;#;;#;120, 4, 7;#;;#;;#;;#;cx;#;DVD - ROM GRAVAVEL 120 MIN / 4.7 GB S/ CX
136;item1059;#;;#;;#;;#;;#;;#;;#;ITEM1059
137;bl, comiss, cont, inf, hospitalar;#;;#;;#;;#;;#;;#;;#;BL.COMISS.CONT.INF.HOSPITALAR
138;captropil;#;mg;#;25;#;;#;;#;;#;;#;CAPTROPIL 25 MG
139;bomda, dagua, veic, renaul, kangoo;#;;#;14, 15;#;;#;;#;;#;;#;BOMDA DAGUA VEIC. RENAUL KANGOO 14/15
140;equipar, macrogotas, und;#;;#;30;#;;#;;#;;#;cx;#;EQUIPO MACROGOTAS CX C/30UND
141;mononylon, ag, cortante, cir, isoprop, deietiletanolanina;#;cm;#;3, 0, 2, 8, 89, 5, 1;#;;#;;#;;#;;#;MONONYLON 3.0AG CORTANTE 2CM 3/8 CIR C/ 89.5% ISOPROP 1,0% DEIETILETANOLANINA
142;escalimetro;#;cm;#;15;#;;#;;#;;#;;#;ESCALIMETRO DE 15 CM
143;clips, galvanizar, grs;#;;#;8, 0, 500;#;;#;;#;;#;;#;CLIPS GALVANIZADO 8/0 500 GRS
144;proteinuria;#;;#;;#;;#;;#;;#;;#;PROTEINURIA
145;remanufatura, toner, impress, samsung, scx;#;;#;4600;#;;#;;#;;#;;#;REMANUFATURA DE TONER PARA IMPRESS. SAMSUNG SCX 4600,
146;desinfetante, lt;#;;#;2;#;;#;;#;;#;;#;DESINFETANTE 2 LT
147;otoscopio;#;;#;;#;;#;;#;;#;;#;OTOSCOPIO
148;coletor, mat, perfurar, cort, lts;#;;#;20;#;;#;;#;;#;;#;COLETOR MAT PERFURO CORT 20LTS
149;rebomassa;#;;#;;#;;#;;#;;#;;#;REBOMASSA
150;especular, vag, descartavel;#;m;#;;#;;#;;#;;#;;#;ESPECULO VAG DESCARTAVEL M 106581
