id; palavras_original; palavras_novo; unidades_medida_original; unidades_medida_novo; números_original; números_novo; cores_original; cores_novo; materiais_original; materiais_novo; tamanho_original; tamanho_novo; quantidade_original; quantidade_novo; descricao_original
109;lima, flexo, file, estojo, lima, cabo, fabricar, torcao, seao, reto, transversal, triangular, ponta, conico, circulartruncado, conicidade;#;mm;#;25, 6, 0, 2;#;;#;aco, inoxidavel, plastico;#;;#;;#;LIMA FLEXO FILE N 25, ESTOJO COM 6 LIMAS, 25MM, EM ACO INOXIDAVEL E CABO PLASTICO, FABRICADO POR TORCAO, SEAO RETA TRANSVERSAL TRIANGULAR, PONTA CONICA CIRCULARTRUNCADO, CONICIDADE DE 0,2MM
110;cadeira, pintado, assento, encosto, polipropileno, iso, constituido, estrutura, metalico, composto, tubo, ser, pe, suporte, oblongo, aproximadamente, parede, aproximado, espessura, soldado, solda, mig, travesso, horizontal, tratamento, antiferruginoso, epinturas, epoxi, po, ponteira, injetado, fabricar, copolimero, injetado, moldado, anatomicamente, acabamento, texturizado, possuir, furo, ventilacao, dimensao, aproximado, altura, largura, profundidade, carga, garantia, minimo, mes, produto, dever, ser;#;mm, cm, kg;#;1010, 1020, 16, 30, 1, 5, 7, 8, 2, 44, 33, 46, 42, 110, 12;#;preto;#;aco, ferro, plastico;#;;#;;#;CADEIRA / ACO / FERRO PINTADO / ASSENTO/ ENCOSTO EM POLIPROPILENO Cadeira ISO,COR PRETA, constituida de assento e encosto polipropileno e estrutura metalica. A estrutura e composta de tubos de aco 1010 /1020, sendo os pes e suportes do assento e encosto em tubos Oblongos com aproximadamente de 16x30, paredes com aproximada de 1.5mm aproximadamente de espessura. Soldados com Solda mig. Travessas horizontais em tubos de aco de aproximadamente 7/8" X 1,2mm de espessura tratamento antiferruginoso epinturas epoxi po.Pes com ponteiras plasticas Injetadas polipropileno. Encosto e assento fabricado em polipropileno copolimero Injetado e moldado anatomicamente com acabamento texturizado,. O Encosto Possui Furos Para Ventilacao. Dimensoes Aproximadas:Altura: 44,5 Cm Altura Do Encosto : 33 Cm Largura Do Encosto : 46 Cm Largura Do Assento : 46,5 Cm Profundidade Assento 42cm  Cor preta para a estrutura, assento e encosto. Capacidade de Carga: 110kg. Garantia minima de 12 meses. Produto devera ser
111;maquina, utensilio, equip, diverso, break, computador, impressor, especificacao, minimo, linha, producao, fabricante, potencia, nominal, kva, real, tensao, entrada, corrente, alternado, comutacao, automatico, saida, ser, definido, solicitante, alarme, audiovisual, bateria, interno, selado, autonomia, pleno, carga, minuto, considerar, consumo, wats, possuir, minimo, tomado, padrao, brasileiro, produto, dever, novo, uso, garantia, mes;#;volt;#;1, 2, 600, 115, 127, 220, 110, 15, 240, 6, 12;#;;#;;#;;#;;#;MAQUINAS UTENSILIOS E EQUIP DIVERSOS - NO-BREAK (PARA COMPUTADOR/IMPRESSORA): Especificacao minima: que esteja em linha de producao pelo fabricante  no-break com potencia nominal de 1,2 kva  potencia real minima de 600w  tensao entrada 115/127/220 volts (em corrente alternada) com comutacao automatica  tensao de saida 110/115 ou 220 volts (a ser definida pelo solicitante)  alarmes audiovisual  bateria interna selada  autonomia a plena carga minima 15 minutos considerando consumo de 240 wats  possuir no minimo 06 tomadas de saida padrao brasileiro  o produto devera ser novo, sem uso, garantia de 12 meses.
112;algodao, hidrofilico, especificacao, hidrofilo, composto, fibra, alvejado, isentar, impureza, substancia, gorduroso, alvejante, optico, manta, uniforme, envolver, papel, especial, embalado, saco, produto, dever, atender, integro, especificacao, nbr;#;gr, g;#;500, 100, 50, 14, 635;#;;#;plastico;#;;#;;#;ALGODAO HIDROFILICO 500GR Especificacao: Algodao hidrofilo composto de fibra 100% de algodao alvejadas, isentas de impurezas, substancias gordurosas e alvejante optico. Mantas uniformes envolvidas em papel especial e embalada em saco plastico com 50g. O produto devera atender na integra as especificacoes da NBR 14.635.
113;biscoito, doce, maisena, obtido, mistura, farinha, amido, fecula, outro, ingrediente, submeter, processo, amassamento, coccao, fermentar, dever, ser, fabricar, partir, materia, primo, sa, limpo, isentar, materia, terroso, parasito, perfeito, estado, deconservacao, rejeitar, biscoito, mal, cozido, queimado, naopodendo, apresentar, excesso, dureza, quebradico, polietileno, fechado, intacto, data, fabricacaorecente;#;gr;#;400;#;;#;;#;;#;pacote, embalagem;#;BISCOITO DOCE-TIPO MAISENA- PACOTE DE 400 GR- Obtido pela mistura de farinha(s), amido(s) e ou fecula(s) com outros ingredientes, submetidos a processos de amassamento e coccao, fermentados ou nao. O biscoito devera ser fabricado a partir de materia prima sa e limpa,isenta de materias terrosas, parasitas e em perfeito estado deconservacao, serao rejeitados biscoitos mal cozidos, queimados, naopodendo apresentar excesso de dureza e nem se apresentar quebradico.Embalagem de polietileno, fechados e intactos, com data de fabricacaorecente
114;luva, embalado, cada, procedimento, esteril, baixo, residuo, proteico, quimico, ambidestro, isentar, furo, rasgo, deformidade, permitir, bom, sensibilidade, tatil, punho, bem, acabado, resistente, po, lubrificante, polimerico, acondicionado, dispensador, apresentacao, produto, dever, obedecer, legislacao, atual, vigente;#;cm;#;100, 5;#;;#;latex;#;pequeno;#;caixa, unidade;#;LUVA DE LATEX PEQUENA EMBALADOS EM CAIXA COM 100 UNIDADES CADA (Luva "de latex para procedimentos"  nao esteril, tam. Pequena, com baixa quantidade de residuo proteico e quimico, ambidestra  isenta de furos, rasgos ou deformidades, que permita boa sensibilidade tatil, punho a 05 cm  bem acabado, resistente, isenta po como lubrificante, polimerica  acondicionada em caixa dispensadora com 100unidades  apresentacao do produto devera obedecer a legislacao atual vigente).
115;equipar, microgotas, camara, gotejamento, flexivel, transparente, relacao, gota, ponta, perfurante, adaptacao, frasco, ampola, bolsa, conector, luer, macho, encaixe, pressao, protetor, esteril, descartavel, embalado, individualmente, dado, identificacao, procedencia, data, esterilizacao, validade, numero, lote, registro, ms, acordo, norma, abnt, injetor, lateral;#;ml;#;20;#;;#;;#;;#;;#;EQUIPO MICROGOTAS com camara de gotejamento flexivel e transparente ( relacao 20 gotas/ml), ponta perfurante para adaptacao em frasco/ampola/bolsa, conector luer macho (encaixe por pressao), protetor do conector. Esteril, descartavel, embalado individualmente com dados de identificacao, procedencia, tipo e data de esterilizacao, validade, numero do lote, registro no MS de acordo com as normas da ABNT. Injetor lateral.
116;analisador, semi, automatico, bio, marca, plus, mindray, modelo, similar, possibilidade, programacao, qualquer, reagente, sistema, aberto, faixa, leitura, abs, monocromador, filtro, nm, banda, passagem, demais, luz, espurio, leitura, monocromatico, bicromaticas, compartimento, amostra, cubetas, quadrado, redondo, cubeta, fluxo, metalico, termostatizada, oc, contaminacao, teste, solusao, dicromato, potassio;#;l;#;2000, 88, 90, 0, 100, 3, 500, 8, 340, 405, 450, 505, 546, 578, 620, 670, 10, 6, 1, 32, 25, 30, 37;#;;#;;#;;#;;#;Analisador semi-automático, bio-2000 marca bio plus ou Mindray Modelo A-88 A ou similares, 90 possibilidades de programação para qualquer reagente (sistema aberto), faixa de leitura: -0,100 a 3,500 abs, monocromador com 8 filtros: 340, 405, 450, 505, 546, 578, 620 e 670 nm, banda de passagem 10 nm para 340 e 06 nm para os demais filtros, luz espúria: < 0,01%t, leituras monocromáticas e bicromáticas, compartimento de amostras para cubetas quadradas ou redondas, cubeta de fluxo metálica de 32  l termostatizada para 25, 30, 37   0,1 oc, cubeta de fluxo termostatizada para 25, 30, 37   0,1 oc, contaminação cubeta: < 1% com 500  l (teste com solusão de dicromato de potássio).
117;pulposan, po, levemente, acinzentar, isentar, particula, sedimento, destinado, forrar, cavidade, dente, integral, vitalidade, endurecimento, minuto, produzir, calor, regular, resistencia, atrito;#;;#;5, 8;#;branco;#;;#;;#;;#;Pulposan, (Pó) branco, levemente acinzentado, isento de partículas em sedimentos, destinado a forrar cavidade em dente de integral vitalidade, endurecimento em 5 a 8 minutos sem produzir calor ,regular resistência ao atrito.
118;negatoscopio, parede, corpo, construido, chapa, acrilico, leitoso, dois, lampada, fluorescente, led, fixador, radiografia, bivolt, chave, seletor, aproximado, dever, acompanhar, produto, parafuso, bucha, fixacao, certificado, garantia, minimo, mes;#;v, cm;#;1, 127, 220, 50, 44, 10, 12;#;branco;#;aco, inoxidavel, inox;#;;#;;#;NEGATOSCOPIO, ACO INOXIDAVEL/PAREDE/1 CORPO Construido em chapa de aco inox .Acrilico branco leitoso. Duas lampadas fluorescente ou LED.Fixador de radiografias inox.Bivolt 127/220V por chave seletora. Medidas aproximadas 50 x 44 x 10 cm .. Devera acompanhar o produto parafusos e buchas para fixacao, certificado de garantia de no minimo 12 meses
119;seringa, descartavel, coleta, sangue, esterelizada, oxido, etileno, agulha, embalado, individualmente, papel, grau, cirurgico, facil, abertura, data, validade, fabricacao, superior, mes, entrega, referencia, marca, bd, equivalente, similar, melhor;#;ml;#;20, 24;#;;#;;#;;#;;#;SERINGA DESCARTAVEL DE 20 ML PARA COLETA DE SANGUE ESTERELIZADA A OXIDO DE ETILENO, SEM AGULHA, EMBALADO INDIVIDUALMENTE EM PAPEL GRAU CIRURGICO, DE FACIL ABERTURA, COM DATA DE VALIDADE E FABRICACAO. DATA DE VALIDADE SUPERIOR A 24 MESES DA DATA DE ENTREGA. REFERENCIA: MARCA BD, OU EQUIVALENTE, OU SIMILAR, OU DE MELHOR QUALIDADE
120;sus, cadastro, familiar, formato, a4, papel, impressao, frente, verso, bloco, folha;#;g;#;0, 75, 50;#;azul;#;;#;;#;;#;E-SUS - CADASTRO FAMILIAR - FORMATO A4, PAPEL 0,75 G, IMPRESSAO EM AZUL FRENTE E VERSO, BLOCO COM 50 FOLHAS.
121;atoxicar, emborrachar, glitter, variar;#;v, mm;#;480, 400, 1, 5;#;;#;;#;;#;;#;E.V.A TAMANHO 480X400X1,5MM, ATOXICO,EMBORRACHADO COM GLITTER CORES VARIADAS
122;papael, couche, a4, fls;#;grama;#;180, 50;#;;#;;#;;#;pct;#;PAPAEL COUCHE, 180 GRAMAS, A4, PCT C/50 FLS
123;leucograma;#;;#;7595;#;;#;;#;;#;;#;007595 LEUCOGRAMA
124;cat, gut, est, cil;#;cm;#;4751, 5, 0, 1, 2, 24;#;;#;;#;;#;;#;004751 CAT GUT S. 5-0, EST. 1/2 CIL. 2 CM 24X1
125;diprop, betar, sulf, gent, crm;#;gr;#;30;#;;#;;#;;#;;#;DIPROP. BETAM+SULF. GENT. CRM 30GR
126;manut, equip, odontologico;#;;#;;#;;#;;#;;#;;#;MANUT DE EQUIP ODONTOLOGICO
127;soldavel;#;mm;#;40;#;;#;pvc;#;;#;;#;TÊ DE PVC SOLDÁVEL 40 MM
128;tonner, ce, similar;#;;#;505;#;;#;;#;;#;;#;TONNER CE505A SIMILAR
129;iscover, rev, ct, bl, al;#;mg;#;75, 14;#;;#;;#;;#;;#;ISCOVER 75 MG COM REV CT BL AL/AL X 14
130;teminal, suctor, kavo, unick;#;;#;;#;;#;;#;;#;;#;TEMINAL SUCTOR KAVO UNICK
131;rivaroxaban;#;mg;#;20;#;;#;;#;;#;;#;RIVAROXABAN 20MG
132;cap, soldavel;#;mm;#;20;#;;#;;#;;#;;#;CAP - soldável 20mm
133;chavetar, cat, moton, patrol;#;;#;120;#;;#;;#;;#;;#;CHAVETA CAT MOTON PATROL 120K
134;iodopovidona, degermante;#;litro;#;1;#;;#;;#;;#;;#;IODOPOVIDONA DEGERMANTE 1 LITRO
135;tensfes;#;;#;;#;;#;;#;;#;;#;TENSFES-384146
136;bendix, zen;#;;#;1022;#;;#;;#;;#;;#;BENDIX ZEN 1022
137;gominha;#;gr;#;100;#;;#;;#;;#;cx;#;GOMINHA (CX. 100GR)
138;clips;#;gr;#;2, 0, 500;#;;#;;#;;#;;#;CLIPS 2/0 500 GR.
139;cariostatico;#;;#;;#;;#;;#;;#;;#;CARIOSTATICO
140;ebulidor;#;;#;;#;;#;;#;;#;;#;EBULIDOR
141;catgut, simp, ag;#;cm;#;2, 0, 3, 24;#;;#;;#;;#;;#;CATGUT SIMP.2-0 C/AG.3CM C/24
142;jelco;#;g;#;18, 50;#;;#;;#;;#;cx, un;#;JELCO N 18 G CX 50UN
143;braquete, rick, slot, csd;#;;#;18;#;;#;;#;;#;;#;BRAQUETE DE RICK SLOT 18 CSD
144;clips, grs;#;;#;1, 500;#;;#;;#;;#;cx;#;CLIPS No 1  (CX 500GRS)
145;nifedipina;#;mg;#;10;#;;#;;#;;#;;#;NIFEDIPINA 10 MG.
146;hd, tb, wd, purple, espec, cftv;#;;#;3;#;;#;;#;;#;;#;HD 3 TB WD PURPLE ESPEC P CFTV
147;enantanto, norest, valer, estradi;#;;#;;#;;#;;#;;#;;#;ENANTANTO.NOREST+VALER.ESTRADI
148;oxitocina;#;ui, ml;#;5;#;;#;;#;;#;;#;OXITOCINA 5UI/ML
149;triglicerideo, enzimatico, pp;#;ml;#;200;#;;#;;#;;#;;#;TRIGLICERIDEOS ENZIMATICO COM 200 ML - PP
150;clorid, notriptilina, comp;#;mg;#;25;#;;#;;#;;#;;#;CLORID. NOTRIPTILINA 25MG COMP
